Probe	Chromosome	Start	End	Strand	Expression
Gm17302	12	101447198	101448024	-	4.967002
Ttc7b	12	101538981	101759032	-	3.5148678
Rps6ka5	12	101787988	101963238	-	1.7701559
9030617O03Rik	12	102017267	102135191	+	-2.076333
Gpr68	12	102114892	102146408	-	-0.6953185
Gm10431	12	102137225	102137614	-	-2.808736
Ccdc88c	12	102149734	102267269	-	5.3904066
A630072L19Rik	12	102179952	102188085	+	1.3970673
Smek1	12	102277619	102321912	-	4.1805964
D130020L05Rik	12	102320691	102327137	+	2.9653578
Kif4-ps	12	102383824	102387492	+	-4.3056116
Catsperb	12	102642883	102864219	+	-6.0609403
Tc2n	12	102883653	102956733	-	-0.55696076
Fbln5	12	102984775	103057265	-	-3.2365074
Trip11	12	103075582	103151477	-	2.1442983
Atxn3	12	103157111	103196456	-	1.8809015
Cpsf2	12	103214184	103244203	+	3.2113676
Gm16339	12	103366016	103368116	-	-4.0609407
Slc24a4	12	103366943	103505301	+	-6.1921477
Rin3	12	103521258	103629065	+	-1.9807733
Lgmn	12	103632294	103678023	-	2.7230203
Golga5	12	103708120	103736112	+	4.960839
Chga	12	103793179	103803237	+	1.4300983
Itpk1	12	103806793	103943079	-	4.8716965
Moap1	12	103978040	103996882	-	2.9766998
D230037D09Rik	12	103981970	103985771	+	2.5317006
Ubr7	12	103996177	104015911	+	5.817431
Btbd7	12	104022866	104116616	-	4.0372305
Cox8c	12	104137516	104138744	+	2.515211
Unc79	12	104187069	104422208	+	-1.6913341
Prima1	12	104435118	104480360	-	-4.634991
Asb2	12	104559352	104594211	-	-3.8397515
Gm15523	12	104575116	104586267	+	-2.9794831
Otub2	12	104626892	104644555	+	-1.5768799
9330161L09Rik	12	104645032	104646030	-	-1.4287812
Ddx24	12	104646186	104664077	-	6.911926
Ifi27l1	12	104672421	104678449	+	2.1598647
Ifi27l2a	12	104680377	104681890	-	-1.904271
Ifi27l2b	12	104680379	104695433	-	-3.4025495
Ppp4r4	12	104770775	104852042	+	2.0604646
Serpina10	12	104854885	104869654	-	-4.8533545
Serpina6	12	104884840	104895422	-	-3.8315818
Gm46	12	104907018	104914349	-	-2.6769366
Serpina1f	12	104926254	104933739	-	-4.6864805
Serpina1b	12	104966366	104976368	-	-4.646421
Serpina1d	12	105001804	105011802	-	-4.646421
Serpina1a	12	105091799	105104137	-	-5.346064
Serpina1c	12	105133136	105143097	-	-4.611857
B430119L08Rik	12	105134107	105136994	+	-5.1628556
Serpina1e	12	105185141	105197185	-	-4.86051
Serpina11	12	105218453	105228153	-	-4.752153
Serpina9	12	105232953	105251965	-	-6.0445414
Serpina12	12	105266979	105282653	-	-4.313845
Serpina5	12	105339323	105344347	+	-5.2795568
Serpina3a	12	105350934	105360106	+	1.1657182
Serpina3b	12	105366206	105377755	+	-5.2168207
Serpina3c	12	105384592	105392080	-	-5.3131933
Serpina3f	12	105452754	105459339	+	-5.362538
Serpina3g	12	105474455	105480149	+	-5.3725824
Serpina3h	12	105486115	105491879	+	-3.535232
Serpina3i	12	105501332	105507582	+	-5.320347
Serpina3j	12	105552763	105558935	+	-5.274878
Serpina3k	12	105576696	105583951	+	-4.8931494
Serpina3m	12	105625374	105632467	+	-4.8975043
Serpina3n	12	105644939	105652539	+	-5.212633
Gsc	12	105709419	105711537	-	-4.5063276
Gm10000	12	105712698	105715699	+	-5.753114
Dicer1	12	105925952	105990162	-	5.537137
Clmn	12	106001324	106103286	-	-0.23346654
4930408O17Rik	12	106103540	106109734	+	-3.4798553
4831426I19Rik	12	106168159	106248019	-	-3.0235565
Glrx5	12	106270899	106279120	+	5.2493815
Tcl1b2	12	106384224	106393435	+	0.5128094
Tcl1b1	12	106397900	106404832	+	0.97679126
Tcl1b5	12	106414568	106419353	+	-4.2223854
Tcl1b3	12	106429070	106433820	+	-1.6243117
Tcl1b4	12	106440167	106445203	+	-4.7607827
Tcl1	12	106454967	106460947	-	6.192562
2810011L19Rik	12	106574804	106622141	+	-4.1944857
Bdkrb2	12	106801382	106831281	+	-3.1786854
Bdkrb1	12	106842301	106843638	+	-4.5872684
Atg2b	12	106851749	106923451	-	4.4459977
4933433P14Rik	12	106923562	106941257	+	2.1265998
Ak7	12	106944192	107020657	+	-3.38E-04
Papola	12	107018512	107077154	+	4.2539215
Vrk1	12	107248473	107315620	+	3.713178
Gm17032	12	107565578	107569031	+	-2.6022854
1700121N20Rik	12	107680863	107685876	-	-4.205626
Gm17033	12	107796960	107813134	+	-3.4132943
4933406K04Rik	12	107923817	107954572	-	-1.8470643
1700013N06Rik	12	108076192	108117051	+	-3.5742707
Gm16087	12	108192022	108194138	-	-4.114295
Gm16086	12	108317570	108337883	-	-2.7366812
Gm16085	12	108367891	108370786	+	-3.0247731
Gm16084	12	108385374	108398417	-	-3.4775302
Gm2800	12	108421765	108424944	+	-3.5255866
3110018I06Rik	12	108726842	108727846	+	-4.1743855
4930465M20Rik	12	108961950	108973706	-	-4.847965
Gm15208	12	108982346	109022251	-	-3.1468499
Bcl11b	12	109148613	109241812	-	-5.450104
Setd3	12	109344641	109417524	-	3.2649035
Ccnk	12	109424580	109441569	+	6.1752467
Ccdc85c	12	109444555	109513627	-	4.4187346
Hhipl1	12	109544480	109566510	+	-5.4980354
4930478K11Rik	12	109551989	109566240	-	-3.6832051
Cyp46a1	12	109572587	109600441	+	4.624237
Eml1	12	109609167	109777827	+	1.0902863
Gm16596	12	109774610	109793824	-	1.6344515
Evl	12	109792930	109926723	+	5.7724857
Degs2	12	109925002	109940516	-	3.6169152
Yy1	12	110031183	110054842	+	5.0346055
Slc25a29	12	110064083	110074093	-	-0.004706751
Slc25a47	12	110089339	110095024	+	-1.2147666
Wars	12	110098240	110132384	-	5.0652046
Wdr25	12	110132482	110266662	+	2.719409
Begain	12	110270397	110291589	-	3.1819026
Dlk1	12	110691033	110701546	+	4.6990952
Meg3	12	110779211	110809936	+	-0.18660326
Gm17639	12	110806838	110809933	-	-0.50414276
Rtl1	12	110827404	110838540	-	-5.683533
Rian	12	110842155	110899919	+	-2.880358
Mirg	12	110973191	110987665	+	2.744321
Dio3os	12	111513594	111516278	-	0.9129448
Dio3	12	111517278	111519307	+	1.4390666
Ppp2r5c	12	111685518	111821271	+	4.095287
Dync1h1	12	111839662	111905155	+	6.538076
Gm17111	12	111903102	111903618	-	3.6938674
1700001K19Rik	12	111905899	111920829	-	-1.9472482
Hsp90aa1	12	111928815	111940938	-	6.4985104
Wdr20a	12	111976154	112042450	+	1.9906507
Stk30	12	112046008	112079149	-	2.5793784
4921507G05Rik	12	112079239	112082014	+	-0.7402737
Gm17712	12	112080486	112083426	-	-2.5837057
Zfp839	12	112088489	112107312	+	3.7348192
Gm3452	12	112096775	112097104	-	2.1692374
Cinp	12	112110832	112127325	-	4.828723
Tecpr2	12	112127474	112210604	+	2.6722255
Ankrd9	12	112213563	112217250	-	-2.8677568
Rcor1	12	112277561	112354112	+	4.0987887
4930595D18Rik	12	112398061	112422702	-	-3.877363
Traf3	12	112404581	112505364	+	4.333032
Amn	12	112509322	112514637	+	-4.919939
A230087F16Rik	12	112522973	112532199	+	3.9333797
Cdc42bpb	12	112531183	112615929	-	4.8597484
A230065H16Rik	12	112645020	112650288	+	-3.4091523
1200009I06Rik	12	112655228	112669393	+	-2.786819
Gm10425	12	112665085	112669157	-	-2.7653646
Tnfaip2	12	112680680	112693229	+	-6.3324914
Gm266	12	112722822	112724034	-	-1.9718387
Eif5	12	112776312	112794270	+	5.4094214
2810029C07Rik	12	112810532	112812613	-	0.6360486
Mark3	12	112812721	112894438	+	6.0370903
Ckb	12	112907566	112910549	-	3.34003
Trmt61a	12	112916316	112922113	+	4.203914
Bag5	12	112947699	112951468	-	4.099145
2810002N01Rik	12	112951472	112993191	+	1.8813046
Gm15995	12	112964603	112965338	+	-2.2143097
Gm15996	12	112968305	112970042	-	-2.62305
Klc1	12	112997060	113046055	+	4.088358
Xrcc3	12	113041403	113052084	-	1.8562982
Zfyve21	12	113052381	113066596	+	4.450303
Ppp1r13b	12	113066668	113110826	-	5.745358
2010107E04Rik	12	113199587	113205188	-	6.5987163
Tdrd9	12	113209770	113307065	+	7.8794203
BC048943	12	113217534	113218962	-	-3.6211553
Aspg	12	113344894	113365784	+	-2.880182
Kif26a	12	113384446	113419957	+	-0.7336017
A730018C14Rik	12	113652126	113661423	-	-5.3390374
A530016L24Rik	12	113727659	113738138	+	-3.8285747
Tmem179	12	113738395	113749371	-	-1.8024675
Inf2	12	113826995	113853767	+	3.1668835
Adssl1	12	113858258	113879565	+	-1.5332185
Siva1	12	113883039	113887363	+	3.939485
Akt1	12	113892032	113913095	-	4.676111
Zbtb42	12	113917039	113920958	+	-0.20370427
AW555464	12	113960385	113984802	+	5.6661997
Pld4	12	113998866	114007197	+	-0.7513019
Ahnak2	12	114010405	114040868	-	-4.2542796
BC022687	12	114047186	114054456	+	3.8321033
Cdca4	12	114058448	114067600	-	4.086635
Gpr132	12	114089087	114099127	-	-5.4534802
Gm17723	12	114131774	114133577	+	-0.30993026
Jag2	12	114146801	114167706	-	6.851926
Nudt14	12	114172944	114180329	-	3.93413
Gm17274	12	114184574	114188723	-	-3.574532
Brf1	12	114198073	114238832	-	4.5128646
Btbd6	12	114214693	114217141	+	2.2080934
Pacs2	12	114252719	114312612	+	5.5337095
Tex22	12	114312713	114327128	+	-0.900584
Mta1	12	114336489	114375417	+	6.464101
Crip2	12	114378447	114383715	+	3.8796053
Crip1	12	114390223	114392088	+	0.32286078
4930427A07Rik	12	114394632	114413736	+	4.062478
Tmem121	12	114424114	114427731	+	0.83210754
Gm900	12	114509391	114511457	-	-4.6097355
Ighg2c	12	114523536	114527141	-	-4.44458
Gm17421	12	114606713	114607927	+	-2.2782216
Gm11029	12	114655095	114657149	+	-1.5412558
Adam6b	12	114727756	114730229	+	-5.4740357
Adam6a	12	114782119	114784625	+	-5.493152
Gm7112	12	115500483	115501161	-	-2.6690116
Ighv1-73	12	117028913	117029095	-	-1.7171057
Zfp386	12	117280562	117299060	+	2.3369267
Gm17626	12	117286040	117290093	-	-2.9400473
Vipr2	12	117316196	117384734	+	-3.8047078
Wdr60	12	117445523	117501498	-	3.1264915
Gm11027	12	117513859	117514085	+	-1.8307625
Esyt2	12	117519695	117611569	+	3.8738387
D430020J02Rik	12	117643573	117664338	-	1.665195
Ncapg2	12	117643875	117702004	+	2.6602166
Ptprn2	12	117724193	118516640	+	-1.2671875
Rapgef5	12	118754952	118995451	+	1.9951339
Cdca7l	12	119082334	119117178	+	3.956114
Dnahc11	12	119116455	119437516	-	0.71308935
Sp4	12	119473406	119539913	-	3.0260973
Sp8	12	120084802	120091051	+	-6.226511
Abcb5	12	120106297	120204894	-	-0.33249113
Itgb8	12	120396495	120477275	-	-7.482466
Macc1	12	120681883	120705407	+	-6.100007
Tmem196	12	121184435	121257179	+	-4.3912306
2810429I04Rik	13	3477489	3493644	+	-6.8196535
Gdi2	13	3537321	3565507	+	6.283141
BC016423	13	3565282	3610354	-	4.938962
Asb13	13	3633278	3651020	+	-1.4361275
Calml3	13	3802139	3803564	-	-4.5271606
Calm4	13	3837003	3837917	+	-4.039034
Net1	13	3881811	3917466	-	0.91698104
Tubal3	13	3923941	3934522	+	-5.797129
Ucn3	13	3939934	3944595	-	-4.7308364
Akr1c14	13	4048257	4089668	+	-2.4171815
Akr1c18	13	4131861	4149900	-	-4.438616
Akr1c13	13	4190430	4204842	+	-4.652617
Akr1c19	13	4227946	4247927	+	-4.8059587
Akr1c12	13	4267418	4278679	-	-4.5063276
Akr1c6	13	4433552	4456776	+	-5.0539355
Akr1c20	13	4486218	4522590	-	-4.962126
Akr1c21	13	4573321	4585787	+	-4.699258
Akr1e1	13	4590003	4608420	-	0.49481335
Rpl29-ps2	13	4613426	4613908	+	-3.1172853
Gm5444	13	4770895	4835731	+	-5.471701
Klf6	13	5860735	5869639	+	-0.9621212
Pitrm1	13	6547403	6579385	+	2.6753938
Pfkp	13	6579014	6648023	-	-1.8208156
Gm10029	13	6661765	6662187	-	-2.9259195
Gm9742	13	8029074	8037352	-	-3.4084203
Adarb2	13	8202112	8767993	+	-0.5746065
Wdr37	13	8802214	8870976	-	2.8847528
Idi1	13	8884852	8891641	+	-3.5342255
Rpl10a-ps2	13	8939579	8940223	-	-3.382558
Gm9745	13	8940951	8947489	-	-3.7327871
Idi2	13	8952109	8960181	+	-5.3326197
Gtpbp4	13	8971317	8995263	-	4.467592
Larp4b	13	9093151	9172332	+	5.4396276
Dip2c	13	9275774	9668174	+	3.1654701
Gm17294	13	9386385	9390987	+	0.30633473
Zmynd11	13	9684082	9764567	-	3.5104628
Chrm3	13	9876381	9878329	-	-2.9779212
Gm16950	13	10358725	10658139	+	-6.4690704
Ryr2	13	11645370	12199212	-	0.7940134
Mtr	13	12279086	12350267	-	3.6273277
Actn2	13	12361693	12433027	-	-1.5784428
Heatr1	13	12487665	12530944	+	4.8959455
Lgals8	13	12531682	12557211	-	1.2312573
Edaradd	13	12569175	12612715	-	-2.2794232
Ero1lb	13	12658150	12701793	+	2.2055507
Gpr137b-ps	13	12711351	12742564	-	-2.0137436
Gm2399	13	12794629	12794856	+	-2.034296
Prl2c3	13	12883089	12892345	-	-3.932725
Prl2c2	13	13088393	13097659	-	-3.932725
Prl2c5	13	13274982	13284190	+	-4.4023046
Gpr137b	13	13449890	13485891	-	-2.1186287
Nid1	13	13529869	13604542	+	1.1570163
Lyst	13	13682676	13869710	+	3.8823311
Gng4	13	13876326	13920164	+	-4.121312
B3galnt2	13	14046941	14091335	+	2.9904115
Tbce	13	14090216	14131905	-	1.7908053
Ggps1	13	14144637	14155668	-	0.6813951
Arid4b	13	14155499	14291870	+	2.083164
Hecw1	13	14318705	14615493	-	-4.680277
Mrpl32	13	14702568	14705304	-	3.0238461
Psma2	13	14705521	14719674	+	4.4593186
AW209491	13	14722525	14730469	+	2.9999852
Gli3	13	15555068	15821859	+	0.9618374
Gm17394	13	16094073	16098553	-	0.3067409
Inhba	13	16103684	16119044	+	-5.0006876
5033411D12Rik	13	16949689	17786566	-	-0.5984998
2810021B07Rik	13	17787247	17790939	+	0.5441729
Cdk13	13	17807796	17896931	-	4.7778683
Rala	13	17972409	18036073	-	3.8365526
1600012F09Rik	13	18078474	18085185	-	0.24847703
Pou6f2	13	18216794	18473872	-	-5.279423
Vps41	13	18809161	18958678	+	6.077595
Amph	13	19040240	19242782	+	-0.40469745
Gm17356	13	19352753	19355266	+	-3.2209966
Stard3nl	13	19449546	19487621	-	4.2799277
Epdr1	13	19683578	19711699	-	-0.74621904
Sfrp4	13	19714973	19724863	+	-4.44779
Txndc3	13	19736947	19789663	-	-5.29218
A530099J19Rik	13	19819286	19824820	-	-3.9016721
Gpr141	13	19841551	19916126	-	-5.7946568
Elmo1	13	20182488	20698397	+	0.94078034
Aoah	13	20885988	21116121	+	1.1097484
Olfr1370	13	21164218	21165168	-	-4.0947075
Olfr1369-ps1	13	21207563	21208516	+	-4.0992513
Olfr263	13	21224567	21225653	+	-4.287542
Olfr1368	13	21233895	21234950	-	-4.2458
Trim27	13	21271314	21286593	+	4.8993793
Gpx5	13	21378298	21384600	-	-4.9104896
Gpx6	13	21404086	21411493	+	-4.518819
Olfr1367	13	21438779	21439833	+	-4.244433
Zscan12	13	21454696	21461693	+	3.4765222
Zkscan3	13	21478874	21494624	-	2.5903695
Pgbd1	13	21513144	21532927	-	1.5857832
4930470G03Rik	13	21532340	21537803	+	2.9322033
Zfp187	13	21534044	21545599	-	3.3203738
Nkapl	13	21558916	21560370	-	-2.2342782
Zkscan4	13	21570776	21577376	+	-2.9562933
Gm10065	13	21570966	21571310	-	-2.6318583
AK157302	13	21587092	21589015	+	0.36263224
Gm11273	13	21592898	21593287	-	4.0575123
Zfp192	13	21605091	21622989	-	2.8079634
Olfr1366	13	21628843	21629896	-	-4.2430654
Olfr1535	13	21646909	21647889	-	-4.139515
Olfr1364	13	21665379	21666323	-	-4.0855765
Olfr1362	13	21702889	21703873	-	-4.1453857
Olfr11	13	21730449	21731390	-	-4.080989
Olfr1361	13	21750237	21751190	-	-4.0992513
Olfr1360	13	21765849	21766839	-	-4.154147
Olfr1359	13	21794844	21795834	+	-4.154147
Hist1h2bl	13	21807632	21808012	-	-2.775053
Hist1h2ai	13	21808281	21809321	+	-4.2251606
Hist1h3h	13	21809497	21809984	+	-3.1321433
Hist1h2bm	13	21813913	21814436	+	-3.234829
Hist1h4j	13	21826903	21827329	+	-2.9394982
Hist1h4k	13	21842063	21842374	-	-2.4868083
Hist1h2ak	13	21845264	21845776	-	-3.2042208
Hist1h2bn	13	21845992	21846372	+	-2.775053
Gm11274	13	21860994	21862345	+	-3.1112988
Hist1h1b	13	21871752	21872494	-	-2.586621
Hist1h3i	13	21874784	21875266	-	-2.9652822
Hist1h2an	13	21878695	21879087	-	-2.8197913
Hist1h2bp	13	21879330	21881082	+	-3.5129268
Hist1h2bq	13	21898281	21902068	-	-5.315799
Hist1h2ao	13	21902236	21902754	+	-3.2209966
Hist1h4m	13	21903615	21904016	+	-2.8524575
Hist1h4n	13	21923636	21924065	-	-2.9495988
Hist1h2ap	13	21924926	21925444	-	-3.2209966
Hist1h2br	13	21925612	21929399	+	-5.315799
Gm11280	13	22032243	22037066	-	-1.115492
Zfp184	13	22036981	22052648	+	2.007971
Pom121l2	13	22073063	22080603	+	-1.6665641
Prss16	13	22094045	22101611	-	0.42348912
Gm11290	13	22106337	22107239	+	-2.8307626
Gm11291	13	22108559	22110118	+	-1.7938629
Gm11292	13	22118568	22123479	+	-3.3486106
Hist1h2ah	13	22126982	22127512	-	-3.253974
Hist1h2bk	13	22127690	22128168	+	-3.1052878
Hist1h4i	13	22132685	22133221	-	-0.7962529
Hist1h2ag	13	22134348	22134818	-	-3.0809891
Hist1h2bj	13	22135083	22135545	+	-3.0562742
Vmn1r188	13	22179747	22180673	+	-4.0578313
Vmn1r189	13	22193497	22194633	-	-4.352422
Vmn1r191	13	22270555	22271451	-	-4.0103703
Vmn1r192	13	22278944	22280009	-	-4.2593975
Vmn1r193	13	22310730	22311689	-	-4.1082964
Vmn1r194	13	22336084	22336974	+	-4.0006876
Vmn1r195	13	22370186	22371273	+	-4.288869
V1rh19	13	22385062	22385967	+	-4.024773
Vmn1r197	13	22419780	22420676	+	-4.0103703
Vmn1r198	13	22446215	22447117	+	-4.019988
Vmn1r199	13	22474407	22475510	+	-4.3099303
Vmn1r200	13	22486816	22487878	+	-4.2553315
Vmn1r201	13	22566487	22567389	+	-4.019988
Vmn1r202	13	22593206	22594114	-	-4.029542
Gm11300	13	22615780	22616613	-	-3.343513
Vmn1r203	13	22615920	22616855	+	-4.0717707
Vmn1r204	13	22648070	22648978	+	-4.029542
Vmn1r205	13	22683769	22684869	-	-4.3060045
Vmn1r206	13	22711870	22713004	-	-4.3498826
Gm11309	13	22783168	22783981	+	-3.2755475
Vmn1r208	13	22864196	22865194	-	-4.1657467
Gm11314	13	22864525	22865340	+	-3.2808907
Vmn1r209	13	22897449	22898387	-	-4.076387
Vmn1r210	13	22919063	22919983	-	-4.0484633
Vmn1r211	13	22943428	22944412	-	-4.1453857
Vmn1r212	13	22974911	22976074	-	-4.3862815
Gm11044	13	23088163	23088515	-	-2.5278354
Vmn1r213	13	23103118	23104272	+	-4.375083
Vmn1r214	13	23126163	23127389	+	-4.4623256
Vmn1r215	13	23167612	23168659	+	-4.234829
Vmn1r216	13	23190940	23191998	+	-4.2498927
Vmn1r217	13	23205703	23206599	-	-4.0103703
Vmn1r218	13	23228354	23229250	+	-4.0103703
Vmn1r219	13	23254512	23255450	+	-4.076387
Vmn1r220	13	23275497	23276393	-	-4.0103703
Vmn1r222	13	23323935	23324988	-	-4.2430654
Vmn1r223	13	23341107	23342192	+	-4.2862144
4930557F10Rik	13	23368073	23405269	-	-1.3486108
4933404K08Rik	13	23370219	23374136	+	-2.9502695
4930586N03Rik	13	23405394	23477668	+	0.167599
Zfp322a	13	23444972	23461077	-	2.5815485
Abt1	13	23513408	23515735	-	5.2962613
C230035I16Rik	13	23519844	23522891	-	-4.042184
Btn1a1	13	23548861	23557770	-	0.3667348
Btn2a2	13	23569545	23580726	-	-1.260074
Gm11335	13	23618880	23622812	-	-4.2782216
Hist1h4h	13	23622919	23623388	+	-3.0779228
Hist1h2af	13	23625775	23626173	+	-2.8416507
Hist1h3g	13	23627291	23627820	+	-3.2512543
Hist1h2bh	13	23634793	23635228	-	-2.96959
Hist1h3f	13	23635921	23636924	+	-4.1729493
Hist1h4f	13	23643127	23643517	-	-2.8124306
Hist1h1d	13	23646901	23650721	+	-3.627209
Hist1h3e	13	23653403	23654238	-	-3.9087648
Hist1h2ae	13	23662386	23663089	-	-3.6608374
Hist1h2bg	13	23663265	23663882	+	-3.4728687
Hist1h2bf	13	23665605	23666065	-	-3.0500288
Hist1h2ad	13	23666250	23666821	+	-3.3612773
Hist1h3d	13	23667632	23668880	+	-4.4879637
Gm17658	13	23672544	23673331	-	0.2136317
Hist1h4d	13	23673467	23673859	+	0.33221167
Hist1h2be	13	23675611	23712993	-	-2.300885
Gm11398	13	23710849	23712947	-	-1.3844494
Hist1h1e	13	23713624	23714371	-	-0.5962972
Hist1h2ac	13	23773336	23775817	-	-2.7417276
Hist1h2bc	13	23776068	23784357	+	-3.7249677
Hist1h1t	13	23787680	23788588	+	-1.0701844
Hist1h4c	13	23789929	23790323	-	-2.8271148
Hfe	13	23793903	23802723	-	-0.42565444
Hist1h1c	13	23830676	23832235	+	0.9579768
Hist1h3c	13	23836842	23837471	-	-1.7636482
Hist1h2bb	13	23838603	23839071	+	-3.0748498
Hist1h2ab	13	23842957	23843462	+	-3.1843994
Hist1h3b	13	23844136	23844755	+	-3.4775302
4930558J22Rik	13	23848072	23849489	-	-4.3033814
Hist1h4b	13	23848806	23849296	+	-3.1409853
Hist1h4a	13	23852561	23853099	-	-3.2755475
Hist1h3a	13	23853722	23854255	-	-3.2621017
Hist1h1a	13	23855537	23856283	+	-3.7463703
Trim38	13	23874441	23883364	+	-1.7096533
Gm11337	13	23886637	23896468	-	-2.5894232
Slc17a2	13	23898862	23917049	+	-6.741534
Slc17a3	13	23931303	23952583	+	-4.555545
Slc17a1	13	23959619	23987599	+	-5.4132943
Slc17a4	13	23989607	24006876	-	-5.4260707
Hist1h2ba	13	24025637	24026025	-	-1.653029
Hist1h2aa	13	24026331	24026720	+	-2.808736
Scgn	13	24045325	24083083	-	-3.0276365
Gm11339	13	24048678	24058044	+	-3.1380439
Lrrc16a	13	24104213	24372664	-	2.3654742
Cmah	13	24419289	24569154	+	-7.33307
Gm11342	13	24428139	24429212	-	-3.8720622
Gm11345	13	24458645	24467819	-	-3.4798553
Fam65b	13	24674058	24825685	+	-0.7586934
Gm11346	13	24689482	24696794	-	0.4829917
C530050E15Rik	13	24723787	24730436	-	-3.6332376
1700016G14Rik	13	24833101	24838461	+	-3.9546227
Gmnn	13	24843714	24853792	-	4.0749145
BC005537	13	24893526	24905882	+	6.5243635
Acot13	13	24909817	24923386	-	3.1291673
Tdp2	13	24923548	24934022	+	4.4686093
D130043K22Rik	13	24937004	24993139	+	-1.6072768
4932702P03Rik	13	24997462	25006141	+	-1.0721172
Aldh5a1	13	24999448	25029530	-	1.3453094
9330162012Rik	13	25029270	25033286	+	-0.024052437
Gpld1	13	25035021	25082622	+	2.2879004
Mrs2	13	25084352	25112248	-	3.2359085
Dcdc2a	13	25147873	25302575	+	2.4243333
Nrsn1	13	25343909	25362371	-	-5.5878077
Gm17582	13	25773545	25773886	-	-2.6192582
Gm11351	13	26012902	26022810	-	-3.234829
1700092E19Rik	13	26376020	26404275	-	-4.1743855
Gm11353	13	26584418	26585086	+	-3.5872684
Hdgfl1	13	26860041	26862034	-	2.3200643
Prl	13	27149439	27157073	+	-4.0071497
Prl3d1	13	27186081	27192124	+	-3.932725
Prl3d2	13	27213548	27219415	+	-3.959629
Prl3d3	13	27248659	27254459	+	-3.9378076
Prl3c1	13	27288528	27295618	+	-4.062493
Prl3b1	13	27334299	27341548	+	-3.9745452
Prl3a1	13	27351305	27368529	+	-4.58403
4930511O05Rik	13	27384485	27397901	+	-2.8124306
Prl6a1	13	27404496	27411121	+	-4.3800707
Prl8a2	13	27437552	27446085	+	-4.0609407
Prl2b1	13	27475208	27482715	-	-4.0006876
Prl8a6	13	27524550	27530557	-	-4.3371153
Prl8a8	13	27598837	27605084	-	-4.449333
Prl8a9	13	27649878	27656473	-	-4.056274
Prl8a1	13	27665791	27674040	-	-5.131404
Prl7b1	13	27693688	27702451	-	-4.0547156
Prl7a1	13	27725249	27734362	-	-4.85156
Prl7a2	13	27750825	27759905	-	-4.02318
Prl7d1	13	27800885	27808606	-	-4.313845
Prl7c1	13	27865364	27872672	-	-4.1886697
Prl2a1	13	27893523	27900598	+	-3.989308
Prl2c1	13	27941213	27949662	+	-4.1022725
Gm11360	13	28048024	28048284	+	-2.229312
Prl4a1	13	28108081	28115417	+	-3.9579623
Prl5a1	13	28234353	28243480	+	-4.2526145
2610307P16Rik	13	28551903	28977489	-	-0.78039336
Gm17419	13	29034917	29043540	+	1.3342527
Sox4	13	29040788	29045582	-	1.4375278
A330102I10Rik	13	29106268	29132205	+	-4.9925685
Cdkal1	13	29283615	29947543	-	0.2933984
Gm11364	13	29327646	29328489	-	-2.415725
E2f3	13	29998444	30077537	-	2.356578
Gm11365	13	30032152	30034130	+	-3.6455922
Gm11368	13	30150546	30154840	+	-3.4517043
Mboat1	13	30228367	30338586	+	-2.2268221
Agtr1a	13	30428310	30474736	+	-2.7329822
Uqcrfs1	13	30632177	30637231	-	5.3819485
4930519D14Rik	13	30706912	30716128	+	-4.352422
Dusp22	13	30751868	30803100	+	1.6589739
Irf4	13	30841095	30858796	+	-4.2524447
Exoc2	13	30905788	31065916	-	4.1052704
Hus1b	13	31038442	31039628	-	1.1298105
Gm5447	13	31066073	31067845	+	-3.8413794
4930401O12Rik	13	31305279	31313965	-	-3.7598267
